100.681	-9.97174
101.498	16.607
102.315	17.8176
103.131	-17.7871
103.947	-3.81805
104.764	-16.1945
105.58	-2.3952
106.396	-0.117615
107.212	0.872131
108.028	-7.63037
108.844	10.4793
109.66	2.75043
110.475	6.16766
111.291	-3.09174
112.106	-11.0999
112.921	-5.47125
113.736	5.72061
114.551	15.1029
115.366	9.09897
116.181	10.832
116.996	-4.47726
117.811	-0.593292
118.625	9.79749
119.44	-1.1423
120.254	8.52875
121.068	-8.71545
121.881	-28.6265
122.695	1.56622
123.509	1.66492
124.323	12.9594
125.137	-4.79028
125.95	3.92395
126.763	-0.144623
127.576	2.72931
128.389	-1.45496
129.203	0.651184
130.016	7.53763
130.828	5.49545
131.64	7.3042
132.453	12.3538
133.266	4.92285
134.077	-3.99731
134.89	12.7401
135.702	29.8709
136.513	15.71
137.326	12.0133
138.138	40.7965
138.949	44.351
139.76	54.8942
140.572	62.8077
141.383	75.0677
142.194	102.001
143.005	87.9345
143.816	84.127
144.627	109.253
145.437	105.681
146.248	116.374
147.058	110.975
147.869	120.305
148.678	156.471
149.489	153.699
150.299	205.904
151.109	223.524
151.919	273.087
152.728	323.177
153.538	313.873
154.347	287.247
155.156	287.228
155.966	254.291
156.774	216.093
157.584	170.397
158.392	128.806
159.202	115.64
160.01	101.269
160.818	80.8104
161.627	61.0051
162.435	70.2885
163.244	51.0434
164.051	51.617
164.859	38.7861
165.668	20.0307
166.475	35.2604
167.282	12.8617
168.09	9.57703
168.898	2.29645
169.705	-15.6409
170.511	-5.67749
171.319	0.460999
172.126	0.310913
172.932	6.59775
173.739	-12.1162
174.546	-1.59988
175.352	-14.4043
176.159	4.08902
176.965	5.65506
177.771	23.3003
178.577	36.1139
179.383	26.5062
180.189	55.4221
180.994	33.835
181.8	34.34
182.605	29.1093
183.411	20.3104
184.216	21.8697
185.021	7.97757
185.826	-15.2208
186.631	10.8386
187.436	21.9984
188.241	27.0686
189.045	25.4583
189.849	21.4856
190.654	15.3529
191.458	12.8327
192.262	21.6409
193.066	24.6328
193.87	22.5131
194.674	13.8088
195.477	34.5879
196.281	15.0942
197.084	11.0883
197.888	12.9598
198.691	24.4724
199.494	36.4671
200.297	28.6392
201.1	36.3878
201.903	40.8335
202.705	76.0381
203.508	84.7556
204.31	141.839
205.113	148.108
205.915	164.936
206.717	176.025
207.518	175.468
208.32	155.951
209.122	133.28
209.924	113.336
210.726	75.991
211.526	53.753
212.328	70.1353
213.129	69.4214
213.931	45.9559
214.731	53.1638
215.532	38.832
216.333	40.6
217.134	37.7878
217.934	37.6328
218.735	34.7197
219.535	16.0115
220.335	11.9296
221.135	8.37274
221.935	16.1163
222.735	4.47519
223.535	15.3608
224.334	9.55936
225.134	20.3104
225.933	7.25809
226.732	-2.14917
227.532	15.3875
228.33	8.30692
229.13	-8.22684
229.928	-13.4485
230.727	-20.5538
231.525	6.59714
232.324	-1.47626
233.122	0.823639
233.921	-1.98904
234.719	3.99634
235.517	-2.08792
236.315	4.02182
237.113	-5.33661
237.91	-8.38046
238.708	26.0056
239.506	4.6424
240.303	-0.0911865
241.1	8.92828
241.897	-1.82974
242.695	0.736755
243.491	7.4527
244.288	19.2112
245.085	30.9012
245.882	18.5906
246.678	7.53366
247.475	23.45
248.271	16.2233
249.067	16.7515
249.863	31.8739
250.659	25.0818
251.455	20.4702
252.251	15.9126
253.046	13.1858
253.842	16.6273
254.637	5.7637
255.432	10.1929
256.228	18.0318
257.023	5.39935
257.817	9.48148
258.612	8.03165
259.407	19.1248
260.202	22.9708
260.996	10.0753
261.791	34.5518
262.585	21.5002
263.379	1.16428
264.173	19.3141
264.967	18.7739
265.76	10.4549
266.554	-5.88431
267.348	15.3488
268.142	5.36069
268.935	-5.23584
269.729	5.49725
270.522	30.241
271.315	25.3918
